VIN,Model,Type,Year,Brand,Dealership,Miles,BoughtPrice,InventoryStatus,ListingPrice
WV06CK52B6202DDSF,3 Series,SUV,2021,BMW,2,81174,10556,Available,13639.07
Q5T474KJ0BU82XSV7,Tiguan,Sedan,2019,Volkswagen,3,69042,14729,Available,17740.22
9LOO5M33WQQ60FCVN,Gladiator,Truck,2016,Jeep,1,34303,13441,Reserved,16200.96
JREDAFA9NMJKZIBE6,Stinger,Hatchback,2023,Kia,4,82057,15146,Available,19453.46
E8A0ZWT84PJM0K4ET,GT-R,Minivan,2017,Nissan,3,50073,10187,Available,11813.81
8QQZYJMHIOCZQ8ZHA,Model 3,SUV,2020,Tesla,1,106101,7996,Sold,9016.44
61X2KW11QS2RW5JQ6,3 Series,SUV,2016,BMW,1,98213,5866,Available,6972.65
KNRLAG15LG7E4YHRJ,NSX,Coupe,2018,Honda,1,40255,18985,Reserved,22246.81
M2B0PXCU0A6N7V5LF,Golf,Coupe,2023,Volkswagen,1,19480,21613,Available,25375.33
375Z8XXTO33SGIESO,AMG GT,Truck,2016,Mercedes-Benz,1,84874,6842,Available,7925.79
3ICCGFROJXBIAFS5Y,BRZ,Coupe,2023,Subaru,3,18479,26218,Reserved,29115.7
DDU0NV8GJ0JD13FBO,R8,Hatchback,2018,Audi,1,23936,17491,Reserved,19318.26
XTG1PMCLF6E2IR3LJ,Stinger,Minivan,2015,Kia,2,103373,5746,Reserved,7739.46
CNPUTT63YJL2NCINK,Model X,Sedan,2016,Tesla,4,118435,5000,Sold,6034.72
ZGR380H28YONJ3YBD,Model S,SUV,2024,Tesla,2,34271,20990,Available,25105.75
ZWXOO3SE8KAREJRIP,GLC,SUV,2024,Mercedes-Benz,1,36155,20079,Available,25498.56
MIPRDXVNL2CFJVJQG,Golf,Minivan,2017,Volkswagen,1,65551,10436,Reserved,12049.02
DHMMQZN7RS50LDN06,Forester,Sedan,2017,Subaru,4,60499,8783,Available,11747.18
GGJWMPFHUPG18HXF8,Silverado,Coupe,2017,Chevrolet,1,90647,7468,Reserved,9682.91
I5THK48NWEW8EN2IV,X5,Sedan,2018,BMW,2,44812,15407,Available,17292.09
IUQHRIY3452V438HV,Cybertruck,Truck,2017,Tesla,1,67667,9825,Reserved,11833.18
3X0BZZ73W6DTTKUDG,Gladiator,Coupe,2023,Jeep,1,78300,16128,Sold,21285.41
O0KKGC4YNLXNIXCGE,Veloster,Minivan,2021,Hyundai,3,39089,18056,Reserved,24126.12
EC9VQSIX9RVD59Z3H,Camaro,Hatchback,2017,Chevrolet,4,115886,5000,Sold,6084.25
6GIXQQOJPRANCBUCW,Explorer,Truck,2024,Ford,1,89074,13079,Reserved,16392.6
XES2LFGBPKHIO2O98,Escape,Truck,2015,Ford,2,35766,13824,Reserved,15783.67
P42ZANOUPZ2B49NQ0,Bronco,Hatchback,2015,Ford,1,79438,6844,Reserved,9224.29
T7PY6RRWDNYDO1R2Z,Supra,Hatchback,2020,Toyota,4,87090,9144,Sold,10588
WAEGY60CG3F7LTHK8,AMG GT,Minivan,2023,Mercedes-Benz,4,105723,8866,Sold,11842.16
45XSKL3292CORKK51,Gladiator,Sedan,2020,Jeep,3,52605,19046,Sold,24043.89
MJL6277MMBQX5KENP,MX-5 Miata,Coupe,2017,Mazda,1,21845,15552,Reserved,19470.08
KURKJKLW88JAZM087,Malibu,Sedan,2017,Chevrolet,1,45589,10294,Available,12642.8
F3ZJO3HTWTJNVL1PC,Cybertruck,Truck,2024,Tesla,3,102593,10577,Sold,12244.65
7PE4JTEPLBLJQ1J9G,X5,SUV,2018,BMW,4,99100,9444,Available,10805.18
HIY62EMZ4ET91OII9,GLE,SUV,2019,Mercedes-Benz,3,109779,5926,Reserved,6845.25
J8P5O408IHNO46TBJ,BRZ,Minivan,2018,Subaru,4,111691,7323,Available,8396.62
9C3AWLEFXCJ9BOT42,Santa Fe,Sedan,2022,Hyundai,2,118308,5127,Reserved,6638.93
D3IAYNJCF3HQHNK93,Explorer,Sedan,2019,Ford,4,100750,8354,Sold,9920.64
4MNE8TNVD5RQWUYGX,Gladiator,Truck,2015,Jeep,4,97369,5893,Available,6567.52
RROS032E83G9GM0E7,Titan,Truck,2022,Nissan,3,37409,20497,Reserved,27512.62
YLT62DB4DINMC4M4I,C-Class,Coupe,2023,Mercedes-Benz,4,41948,18518,Sold,24461.29
2IO9EP991ETD3SREK,Mustang,SUV,2019,Ford,3,78071,11214,Available,14936.35
1UQEDL1OFMFPCCS92,R8,Minivan,2015,Audi,1,95692,6791,Available,9159.2
2HRCUKVVE9PED62A5,K5,Sedan,2018,Kia,3,51730,17784,Reserved,20335.54
T0TG90EEUBZXUP8SX,BRZ,Truck,2016,Subaru,2,90291,7447,Reserved,8929.4
4EZCHBTIQ172KTBUW,Supra,Minivan,2015,Toyota,2,116947,5000,Sold,6447.8
ENBF32SH1S8RY0443,BRZ,Hatchback,2015,Subaru,4,16184,14925,Available,19014.53
BYY4W6BA9RP6KJ3DF,Gladiator,Coupe,2023,Jeep,1,94259,12813,Available,14587.27
2BCLUWPZ75JBAYIVI,GT-R,Minivan,2018,Nissan,4,97149,9503,Sold,12391.52
FUAI98T1EGETXST60,Altima,Sedan,2020,Nissan,3,27740,21606,Reserved,24978.92
ZE9TS0TEZYE5OR3FQ,Explorer,SUV,2016,Ford,3,23057,17062,Sold,19722.89
VFLM2J8DPVW10UWBO,Gladiator,Minivan,2023,Jeep,4,49455,22296,Reserved,27518.7
DI0GMT39F8WXE26QZ,AMG GT,Minivan,2017,Mercedes-Benz,3,64775,9299,Reserved,11607.34
5GG5DA6THXZVQY9MM,MX-5 Miata,Minivan,2024,Mazda,2,66002,18921,Available,23557.05
ATIOO7V0GXYIEXHLI,Z4,Minivan,2024,BMW,4,53205,20840,Available,23400.65
LZ27INA3EEI1SR4AU,5 Series,Coupe,2018,BMW,2,80469,13210,Sold,17428.81
LC9EZ0WP7SB9W4AK1,Accord,SUV,2021,Honda,4,65741,11314,Available,13196.65
EC55S7J1SOLKOIJ7P,Stinger,Coupe,2015,Kia,1,113634,5000,Available,5661.89
JRNGWENNMU0QF2VTO,MX-5 Miata,Coupe,2021,Mazda,2,46380,14719,Available,19461.27
78JGEUZGW5TNYWD1N,Cybertruck,Minivan,2021,Tesla,1,110290,5821,Reserved,7793.81
V1F41T1SLD7S5VLAU,Supra,Minivan,2022,Toyota,4,56704,13043,Reserved,17158.48
XKVOPTFX9MCA7A3CD,Bronco,Minivan,2017,Ford,4,102423,6061,Available,7893.72
PAB4AG6MRS6ZJ534R,Gladiator,Hatchback,2019,Jeep,2,30451,17546,Reserved,22174.82
JP7J7JB29VM0DW8EP,Golf,Hatchback,2021,Volkswagen,1,99084,9377,Reserved,11606.05
J5TX81MP15R8K5SFW,Q5,Sedan,2017,Audi,1,85584,7567,Available,8488.26
5SGL9UK3P99RQ39LV,E-Class,Sedan,2020,Mercedes-Benz,4,73213,12146,Available,14600.87
RYVZ2TI7HLHSB09DV,Mazda3,SUV,2023,Mazda,3,76302,16962,Sold,20238.59
ECBI327XDU1N5AL32,AMG GT,Truck,2022,Mercedes-Benz,2,73557,14783,Sold,17221.29
YS735AF52WWWZTXTV,MX-5 Miata,Coupe,2015,Mazda,4,26227,13364,Available,17117.35
PICMEF97OFIS689UU,Gladiator,Minivan,2020,Jeep,1,30380,23212,Sold,28410.77
VE6LBJSZFJURT1KPP,Malibu,Truck,2018,Chevrolet,4,118020,5000,Available,5601.31
YUIENC5URW7TA9L26,Camaro,Minivan,2022,Chevrolet,4,23225,18425,Sold,21281.72
F20292CGBI3LNGAZK,Gladiator,Coupe,2020,Jeep,2,64357,12288,Reserved,15615.77
KPTA8H4NSGVQGU52Q,Tiguan,SUV,2015,Volkswagen,1,115572,5000,Available,5595.16
GY3LGDJZMVXACT53J,Tahoe,Sedan,2015,Chevrolet,2,109502,5000,Available,6564.01
XC8RLC3FRB3MTOBQH,Tahoe,SUV,2022,Chevrolet,3,23079,18347,Reserved,22452.81
DBJHWM1R3IOT3BGUB,Silverado,Sedan,2016,Chevrolet,2,111172,5000,Available,6100.73
9VIVILYYQTX0LIBUD,Veloster,Minivan,2015,Hyundai,4,95973,6960,Reserved,8686.79
DQ9NFFKYW0XTRWSBM,MX-5 Miata,Hatchback,2023,Mazda,1,90239,10857,Reserved,14181.09
QC9PCLE8VF65I3X65,Cherokee,SUV,2022,Jeep,4,87457,10640,Sold,12629.17
A27ZHW7LB2002YWHF,C-Class,Sedan,2018,Mercedes-Benz,3,5542,22910,Sold,29084.34
DC5OVL6BRZ4283I5T,Gladiator,Sedan,2016,Jeep,4,63074,9923,Reserved,12318.74
J86OJ7BGYTXOFSQXZ,Jetta,Sedan,2017,Volkswagen,3,8210,16045,Reserved,18720.62
OYLCUYI20F6H7FW98,Gladiator,Coupe,2019,Jeep,1,91008,8229,Sold,10859.46
NS68S7KFBGKTD5065,Titan,Truck,2016,Nissan,2,91353,6306,Reserved,8193.74
CYDHGKN7F429YGBR9,Gladiator,Coupe,2018,Jeep,1,39604,18854,Reserved,23843.01
2OCOOSA8MJC6WTEXW,BRZ,Truck,2024,Subaru,3,44709,18670,Sold,24507.09
9ZB2DY6K0ZIH3N3YY,Tucson,Sedan,2023,Hyundai,4,25659,26648,Reserved,35090.71
N1KC8TLHKU79NLEMR,Equinox,Coupe,2018,Chevrolet,1,60793,15289,Reserved,19525.44
K61V7996VU13472S2,Cybertruck,Coupe,2019,Tesla,4,89551,11864,Sold,15532.98
INF3UL5EFNYXYD77W,Camaro,Hatchback,2020,Chevrolet,4,93267,9396,Available,11973.96
U9VGHOIV8YUMYYP9F,Bronco,Coupe,2018,Ford,2,5691,20724,Reserved,26320.21
YCD5QETZWMY1TOZHW,5 Series,Sedan,2019,BMW,1,77104,9825,Sold,12326.96
P34GV4DX7BJF9RVPF,Stinger,Coupe,2019,Kia,3,67275,15858,Available,20427.95
IDBTHFSTGZU5EMYN6,Cybertruck,Minivan,2022,Tesla,2,79410,11592,Reserved,13210.84
CAEKOK1YXMN0040TC,Tahoe,Truck,2024,Chevrolet,4,80867,12353,Sold,16308.65
409FX22M5U30OLI44,Cybertruck,Truck,2024,Tesla,4,11256,25343,Available,33401.08
TW1T10IKWX9R93WMP,GLE,Sedan,2021,Mercedes-Benz,2,34488,16957,Available,18776.69
S8QLWR5T7R3ROIAQ0,Altima,Sedan,2017,Nissan,2,76211,9579,Available,12514.52
R4FTZ9ZYSQSHI7K8R,Z4,Truck,2024,BMW,1,28125,24007,Available,27181.14
BPGLVBN21Q49Y7QDC,GT-R,Minivan,2022,Nissan,3,16944,20050,Available,23734.78
U4C82GQBN2FSC7WS1,Stinger,Hatchback,2020,Kia,1,103659,6969,Reserved,8961.28
UWJ2BCRUX1GALDGG2,R8,Coupe,2018,Audi,4,68240,15838,Reserved,18058.33
JUPYUTRIK60XF63GS,Model 3,Sedan,2020,Tesla,3,66719,16585,Reserved,21635
XMBF70B8XJ8T2RHZE,Z4,Truck,2017,BMW,2,73214,9769,Sold,12778.18
JTEE9B3U1B90IPV9G,CR-V,Sedan,2020,Honda,1,25731,19159,Sold,23505.54
QAIBDLAOJV8KRJC7X,R8,Coupe,2019,Audi,3,109276,5432,Reserved,5983.87
SQ5VJLOH6ZUX7C89K,3 Series,Sedan,2018,BMW,3,47194,18788,Sold,22015.02
C0ZZV670W301OAWO7,Gladiator,Hatchback,2016,Jeep,4,113166,5000,Sold,6271.16
UP8ZOJUIYVM8S2PUS,Veloster,Truck,2020,Hyundai,1,90183,9462,Available,12729.2
4PZ69P4PUIIBYI9WY,Supra,Hatchback,2018,Toyota,4,59189,17293,Reserved,21753.79
70HTVVQNXJNTKRXYJ,Legacy,SUV,2023,Subaru,3,32707,21983,Available,25609.12
PKSPINB01R31QXCAB,Cybertruck,Hatchback,2020,Tesla,1,62233,17002,Sold,21397.04
QHFK4U400E3RLAW9R,Jetta,SUV,2023,Volkswagen,3,85161,13292,Reserved,16415.57
2961HG4QK85KYLMV2,Gladiator,Sedan,2024,Jeep,4,78202,16370,Reserved,21198.52
MV9YXROMDOX33WSF3,BRZ,Hatchback,2022,Subaru,3,11489,24589,Available,27705.54
LNKK6HL0SQQX3TV64,Tacoma,Sedan,2023,Toyota,1,103903,10287,Available,13272.87
8O1788U0UJH5EYXN8,Jetta,Sedan,2020,Volkswagen,1,17354,21280,Reserved,26287.54
5WKCAA38HBCOO1NUW,Gladiator,Truck,2019,Jeep,2,72747,14775,Available,19809.55
8YA0MKRZO9MVZP3YE,Q5,SUV,2017,Audi,4,101539,5073,Sold,6013.88
U3TNP00RS2JC741KZ,Gladiator,Hatchback,2021,Jeep,1,26135,17497,Available,22013.95
X0CJWK0DSAHDD17B7,Explorer,SUV,2015,Ford,3,90086,6285,Reserved,8377.95
DROGUXINCHKW96DUP,R8,Truck,2017,Audi,3,14073,16329,Available,18380.37
S1OKISZ0AG8L26K46,BRZ,Coupe,2021,Subaru,1,113143,6499,Available,8671.66
8NWPO0N8Y2YK0YJNB,MX-5 Miata,Coupe,2017,Mazda,1,86005,8681,Sold,11041.98
56578I5X875FM6GC5,Veloster,Coupe,2021,Hyundai,3,6115,23960,Sold,26762.34
Y0EHJOR9EMAUZ2UE5,Gladiator,Coupe,2021,Jeep,3,13270,24319,Available,28580.68
V3H52SLDDMIGXRRC4,Veloster,Minivan,2019,Hyundai,1,87201,8679,Reserved,11083.46
JS1EWV7HMLUFI7UVI,5 Series,SUV,2018,BMW,2,54269,18148,Available,20268.37
YIRPXKTW1P2UDU546,Malibu,Truck,2020,Chevrolet,3,6666,19553,Sold,24354.09
V7P8SKJWO23PDXPMJ,R8,Coupe,2024,Audi,2,111333,8221,Sold,9753.98
K2631CQKJ2G2BT8WW,Corolla,Truck,2019,Toyota,1,8592,21625,Available,27144.32
I7PAZLR3I8FN375EJ,Gladiator,Truck,2022,Jeep,4,63423,14707,Available,16345.88
BN93WRIJ7WZ10ZC7H,BRZ,Truck,2015,Subaru,3,78922,7824,Sold,10311.13
IH2YGVRFPLUCQWP9W,Cybertruck,Coupe,2021,Tesla,1,84142,11638,Available,15634.17
Y19IMG1QM4SWG0L7P,Highlander,Truck,2018,Toyota,1,45449,20588,Reserved,27633.61
U00TOJSOWAPQ9ZT2N,F-150,Sedan,2021,Ford,1,8393,27243,Available,35072.99
R8HACW841A3BLKQ29,Supra,Coupe,2018,Toyota,4,19977,22916,Reserved,25952.86
ZEXDQNFWT5KR1B336,AMG GT,Hatchback,2018,Mercedes-Benz,3,74694,11530,Available,14868.69
M4VWI3PW707HL4LNA,Golf,Truck,2019,Volkswagen,4,79359,11136,Reserved,12318.05
KG65KMOGI61TSUKC9,Supra,Coupe,2024,Toyota,4,47637,20460,Reserved,22619.16
930KRITH7PAQGLHV2,Veloster,Hatchback,2021,Hyundai,1,101028,7228,Reserved,8535.56
ID5TBF1TQIV7Z9P2U,E-Class,Coupe,2018,Mercedes-Benz,4,97241,9523,Available,11638.64
JPIF4A4QC2U39A2F2,GT-R,Hatchback,2023,Nissan,4,109357,7456,Available,9637.64
72G703LSMLNUYJ1ZG,Golf,Truck,2015,Volkswagen,1,5264,14967,Sold,19020.42
HDZB5V9M5RK1LZTCE,K5,SUV,2023,Kia,4,21438,25149,Available,30467.4
DSAWLQR41IQPFVX7J,X5,SUV,2017,BMW,2,12940,14596,Available,17054.06
591VELOBY2NS0UCI4,K5,Sedan,2023,Kia,3,119094,7237,Reserved,9764.75
T8ND5SZAM59JJ5W5J,Bronco,Hatchback,2024,Ford,2,105515,7755,Available,9356.76
36BSUGG0MX6L2KNGE,NSX,Hatchback,2021,Honda,3,59007,14333,Available,17383.73
I7JDQ1P3HS598DQPL,Mazda6,Sedan,2016,Mazda,2,72388,9446,Reserved,10777
67IFU0E5FBD2QTTTJ,Gladiator,Truck,2015,Jeep,1,60061,9456,Reserved,12280.53
FAS6MQCSUIH542B89,Stinger,Minivan,2015,Kia,3,42840,10289,Available,13102.22
DB9DH0CJR1CV147BH,Atlas,SUV,2019,Volkswagen,2,64006,16468,Reserved,19023.71
8WQG3OS2N65SFN064,Cybertruck,Hatchback,2018,Tesla,3,66741,15942,Reserved,17864.53
R3I5W3UIOD31UV7JX,NSX,Hatchback,2017,Honda,2,25262,16487,Reserved,20940.55
40KWWA0RQK7HLCMSX,AMG GT,Hatchback,2023,Mercedes-Benz,2,85750,11781,Sold,14886.8
6ZG2CSYGPKAEOM51I,Stinger,Truck,2016,Kia,4,12744,17061,Sold,19932.62
7ZOYIT4NO3MS5NX4U,Golf,Truck,2017,Volkswagen,4,76187,8401,Sold,11238.15
IFA2E94M2VWKZ92XX,Camaro,Hatchback,2021,Chevrolet,3,53998,19101,Sold,21732.44
2944X3GNMAVMLBRB2,Camaro,Minivan,2023,Chevrolet,2,60052,18296,Reserved,22103.1
BOGQ4F1DD394B5G90,Focus,Sedan,2017,Ford,1,104596,5843,Reserved,7805.69
URCXGEWDCLJTP5MLD,Accord,Truck,2016,Honda,3,94390,5313,Reserved,6401.8
NLXM0UC5IWAMMABUW,Jetta,SUV,2023,Volkswagen,4,13288,25568,Reserved,32206.26
3V3NU44VIRE7JYRWU,AMG GT,Minivan,2015,Mercedes-Benz,2,43064,11635,Sold,13955
6DX5SUTQFKOGB1QJ2,Altima,SUV,2016,Nissan,1,9162,16243,Available,18980.82
TOLOIMCW32Y9SM7KE,BRZ,Minivan,2017,Subaru,1,84918,8612,Available,11591.7
K8HLK5DQZ20BH76PV,Sportage,SUV,2018,Kia,4,44765,20398,Reserved,24525.2
WSP5EFIPLHMKVD7JL,Cybertruck,Minivan,2020,Tesla,4,89035,11121,Sold,14718.92
2AYBZOKQJOC5ZIK5O,BRZ,Hatchback,2021,Subaru,4,6137,24614,Sold,28490.43
QGN90PO2Z8NV7L38R,Stinger,Truck,2016,Kia,2,48893,13375,Reserved,15425.07
WNIE1Y4TZFI29ZK7P,BRZ,Truck,2024,Subaru,4,10974,26943,Reserved,29847.01
FS4KLMCF594VA2A0K,Bronco,Minivan,2017,Ford,4,111533,5000,Available,6314.58
RJ7RFYD8RLMWNNNH4,C-Class,SUV,2015,Mercedes-Benz,2,110459,5000,Reserved,5960.66
ZTNFDYPAKL6OWM8PN,MX-5 Miata,Minivan,2019,Mazda,3,100954,9413,Sold,12388.35
TPKDZ67WHV16KLWCP,Tahoe,Truck,2020,Chevrolet,3,78905,11286,Sold,13749.76
RLFHBHY9C2WKAOK2N,Grand Cherokee,SUV,2017,Jeep,4,7504,19209,Sold,25779.41
0U8DLLK18ZP9BRYAS,GT-R,Hatchback,2016,Nissan,4,58902,11097,Reserved,12721.39
04CTMX45VFE2N5TKI,BRZ,Hatchback,2023,Subaru,2,68926,16324,Reserved,21501.25
Z7A8C1SO3HZKE4Y23,Supra,Coupe,2019,Toyota,1,107368,8515,Available,11019.68
O8KRBOQDBENGSYNJK,C-Class,Sedan,2016,Mercedes-Benz,4,97309,5227,Reserved,6757.1
SQ40AJNMNA7DHVQSP,Stinger,Minivan,2018,Kia,1,119851,5463,Sold,7163.06
3W80GJJ5H01RSYPDI,R8,Minivan,2021,Audi,4,11672,26212,Sold,33820.19
RBL31GAL7BQ076F5Y,A6,SUV,2017,Audi,2,77916,7652,Sold,9615.16
SFDU8QOPXOI77AELB,Gladiator,Sedan,2020,Jeep,2,29157,17819,Sold,20185.56
4VQSP3P9VA188HAR6,Focus,SUV,2021,Ford,4,63168,15152,Reserved,16790.41
PR9LSEQCTKIXS7URZ,Cybertruck,Hatchback,2024,Tesla,2,50694,16597,Available,22077.53
KDFHYVI40WB1PWW7L,GT-R,Coupe,2024,Nissan,3,45104,24842,Reserved,31155.91
KEGR0BO7CV91SIWWV,Telluride,Sedan,2019,Kia,3,91979,10258,Sold,13326.52
B6FSUXHSG7T07VMXV,Gladiator,Truck,2024,Jeep,2,25342,24616,Sold,30040.89
0UGLP2VT4B24A5O34,Focus,Sedan,2017,Ford,2,115733,5000,Available,5646.64
5VBSYJXXS01YZBI54,GT-R,Hatchback,2023,Nissan,2,72007,15698,Sold,17759.09
RK98L39YEUO7WLW6M,Elantra,Sedan,2021,Hyundai,2,5891,21593,Available,27453.15
RDGXG2H9CY90ZBZ9E,Veloster,Truck,2017,Hyundai,2,79313,8961,Available,10821.09
IQW37UD20DRQLYCP1,Escape,SUV,2021,Ford,3,84986,9320,Reserved,10719.22
EDLGIL5EH2NVFLTOE,E-Class,Sedan,2021,Mercedes-Benz,2,59437,15593,Sold,19068.66
6RENT2A8NTGAA04QZ,Stinger,Coupe,2019,Kia,4,28861,17649,Sold,19697.21
1GSOBX553385WBZLA,Stinger,Coupe,2019,Kia,2,40005,16922,Sold,21076.23
IMTF4PX5SLOI8L7XR,Model 3,SUV,2015,Tesla,2,93415,6885,Available,8036.5
U8LT39KGZSVUPY04L,Gladiator,Sedan,2023,Jeep,2,62876,20622,Available,26796.02
RDD3E376VERO1JL7W,Cybertruck,Minivan,2024,Tesla,2,19771,28241,Available,33256.33
CNHIR22CQ5UPUYNEB,MX-5 Miata,Truck,2022,Mazda,2,70003,15907,Available,19308
2DVO7YXPSUNM4N99Q,Camaro,Hatchback,2015,Chevrolet,3,90642,7448,Available,8214.44
SMY4M73799LV1YQES,Cybertruck,Hatchback,2020,Tesla,3,81673,11670,Available,13048.36
W4ZRL5NFTLU0M23Z3,Tahoe,Coupe,2019,Chevrolet,3,64465,12804,Reserved,15340.77
8XQF65SSYTNOO4XDH,Equinox,SUV,2020,Chevrolet,1,72201,14751,Available,17995.99
TQTHLQLGG46OY3YTY,AMG GT,Hatchback,2018,Mercedes-Benz,1,118674,5692,Reserved,7115.03
8I4BDSJGA7LZ8SGH1,X3,SUV,2023,BMW,2,10614,32114,Available,37667.01
D1UR4WB4E1WL4OS7M,NSX,Hatchback,2019,Honda,3,6323,24642,Available,31387.64
5DPT1S83IT3O0RGMN,Tiguan,Sedan,2023,Volkswagen,3,42200,21809,Available,28679.5
XQZHSYR49HPEOMJYB,Veloster,Truck,2017,Hyundai,4,91616,8004,Available,10364.88
VVI0N5ZUNBLFPA11X,Z4,Minivan,2023,BMW,4,94979,12843,Sold,14254.51
VZY37J4PK7UO1CORK,Z4,Hatchback,2017,BMW,2,89916,5680,Reserved,6930.32
7L0EMTDB2D3XNEBN3,Tucson,Sedan,2016,Hyundai,3,50254,10599,Available,11936.94
9ADQXTN4AB9OV1IMW,Bronco,Hatchback,2022,Ford,1,57568,13332,Available,15471.94
DR50B72Q23EV6JFOX,Cybertruck,Hatchback,2022,Tesla,3,89929,9184,Available,12367.78
DMEGLPZ8PH8X912MM,A6,SUV,2024,Audi,4,55139,17730,Sold,20134.61
DQRGV8656LJRRBR46,Z4,Minivan,2020,BMW,2,107658,6321,Sold,7741.47
MKRU7LVJ5A9ZW35FP,R8,Coupe,2020,Audi,4,118408,5629,Available,7061.8
JSKHP6HBB218VNLF5,Highlander,Sedan,2022,Toyota,1,27924,19497,Available,24870.69
EIXK60EXGPD5O95H1,Gladiator,Truck,2024,Jeep,4,43135,24770,Sold,30712.62
4SMRMWWAMER55NOJX,Cybertruck,Truck,2023,Tesla,2,116304,6965,Sold,7678.51
OH3DAHB2LEK33O50J,GT-R,Hatchback,2018,Nissan,3,42548,14611,Sold,17264.58
N6J85A8Z7IO1EOBRM,NSX,Hatchback,2015,Honda,3,37436,12956,Sold,15928.47
4FJREBSOLNTOBKOHW,K5,SUV,2017,Kia,4,63766,10691,Sold,11994.95
0D5QYC09AMGPPCJ1O,Veloster,Truck,2020,Hyundai,3,23645,22787,Sold,27063.13
AZSJ3FE6H0YO2AWJR,Outback,SUV,2023,Subaru,4,56745,15224,Reserved,16872.77
QB0K495DI51UE38PN,Forte,Sedan,2018,Kia,1,68968,12541,Available,14041.46
G6DL80JFUSLC40VLL,5 Series,Sedan,2020,BMW,4,24729,23810,Sold,28553.69
ZZFC2NEDGLD0R1VYK,Supra,Minivan,2016,Toyota,4,40793,12405,Sold,14057.08
XZ600VEOTAB5I45LI,Z4,Minivan,2022,BMW,1,75569,12427,Sold,15432.91
X3ZU5BP3BD3JUFDUI,F-150,SUV,2019,Ford,4,64019,14053,Available,17880.56
JTLRXWW11M34Z9Y19,Stinger,Hatchback,2015,Kia,4,41084,11829,Available,15379.44
QB59AVW7XIWYGFCVV,Golf,Hatchback,2015,Volkswagen,4,87802,7113,Available,8180.22
DNQ9LNY24CDMBTB88,R8,Coupe,2021,Audi,4,30645,17315,Reserved,19771.49
442VIPSU42QGFBVO9,Cybertruck,Hatchback,2020,Tesla,1,5082,20642,Sold,23245.82
E1I6CCTGN69YF78YY,Mazda6,Sedan,2018,Mazda,2,24330,16944,Available,21334.32
9PF4ITATYHMXSIL5S,R8,Hatchback,2022,Audi,1,19102,23723,Available,30285.23
5J04IZ32RKRUSJM3N,BRZ,Hatchback,2021,Subaru,2,101709,8093,Available,8966.21
4PXF7Q5M4H1865P5T,NSX,Coupe,2016,Honda,4,68662,9460,Available,12620.14
XJ0T2I97ULXGTRQSK,Gladiator,Hatchback,2022,Jeep,4,39243,15628,Available,17393.85
RHCG71UD6A4SZIUZ8,Model 3,Sedan,2018,Tesla,1,111835,5874,Available,7256.29
5USBM4MPKWB4SK10H,R8,Hatchback,2016,Audi,1,59662,9185,Sold,11731.68
XFHTZ0NVPM5WA82IO,NSX,Coupe,2024,Honda,4,77957,13527,Available,17825.1
7CV0CMW8CA36NQOE9,AMG GT,Minivan,2023,Mercedes-Benz,1,116833,7028,Sold,8985.45
RBF1ILVWQY4RNFU4V,5 Series,SUV,2015,BMW,1,100953,5512,Reserved,7167.98
O8EWRTWXTPKLAARAQ,Bronco,Hatchback,2019,Ford,3,100058,9419,Available,11160.22
I2J33JY8GA0PBWPTW,NSX,Coupe,2021,Honda,3,62023,14641,Reserved,19087.56
RXF71L4N8LW1I1XZA,CX-9,Sedan,2021,Mazda,1,7938,26580,Reserved,29770.36
N8PHB4SAEBHQ7DK5Q,Golf,Hatchback,2015,Volkswagen,1,31026,14899,Reserved,19721.87
ZNKUJO13ZCIYDJX8Y,Mazda3,Sedan,2018,Mazda,2,114599,5000,Sold,6184.49
46R365G2WTOG8OEKP,Model 3,SUV,2020,Tesla,3,40682,20937,Available,27308.64
06E4RZFGL06CD7XJZ,Ridgeline,Truck,2023,Honda,2,102806,8066,Reserved,9784.7
T89UVNEHWMMS0RYGY,Mazda3,SUV,2019,Mazda,2,42369,16836,Available,21228.42
RNQA880662ATYSK7Z,Golf,Truck,2016,Volkswagen,1,112536,5000,Sold,6158
W0J9PSDODLSNYJ31L,Sonata,Sedan,2024,Hyundai,2,60208,16361,Sold,20989.48
H7MPZCO0UDVABL5Q3,Golf,Coupe,2018,Volkswagen,1,99934,9668,Reserved,10832.1
4CICA5OZWDL65SQ86,Outback,Sedan,2020,Subaru,2,71901,14940,Available,16659.42
EMT33YTYFBK6XKJ8H,MX-5 Miata,Minivan,2017,Mazda,1,72848,8406,Available,9765.89
Y4GJ0TSRVYHHJU8XP,Telluride,SUV,2020,Kia,1,10886,21925,Sold,24992
K8B3470TZ4WJ0W310,3 Series,Coupe,2016,BMW,4,100149,5000,Reserved,6589.73
V06KVH3AH0WZREF75,R8,Minivan,2017,Audi,3,67464,11248,Sold,12989.23
8B0122Y2FH248Y1GA,Supra,Coupe,2021,Toyota,2,62749,16007,Reserved,21512.87
KTYKZ2QZTX34FLTM6,GT-R,Hatchback,2021,Nissan,4,109625,7861,Reserved,9309.18
4BB8SZESDN0KSOS9T,NSX,Minivan,2024,Honda,3,50587,21304,Available,24404.36
U9SE1JZBVM6ILCUES,CX-9,Sedan,2016,Mazda,4,31614,15239,Sold,19771.45
CD4VANWMH2EZTGC2M,BRZ,Truck,2022,Subaru,4,118034,5011,Reserved,6337.3
